temperature,checkpoint_score,total_volume_mae_ml,total_volume_bias_ml,normal_fpr,presence_f1,studies_using_soft
0.05,0.5867093521318922,10.758985822946835,-6.213677509079372,0.19444444444444445,0.8823529411764706,37
0.1,0.5867092864556442,10.759474435998747,-6.211300120067855,0.19444444444444445,0.8823529411764706,37
0.2,0.586718512266132,10.759623153160101,-6.201330723773242,0.19444444444444445,0.8823529411764706,37
0.35,0.5867549640348736,10.757329525372093,-6.176347093971704,0.19444444444444445,0.8823529411764706,37
0.5,0.5868148116238814,10.752397806210801,-6.141158100770455,0.19444444444444445,0.8823529411764706,37
0.75,0.5870248832385544,10.729652381649835,-6.044813608902266,0.19444444444444445,0.8823529411764706,37
1.0,0.5878655178469024,10.627109366153725,-5.716894078034754,0.19444444444444445,0.8823529411764706,37
